	1990	1991	1992	1993	1994	1995	1996	1997	1998	1999	2000	2001	2002	2003	2004	2005	2006	2007	2008	2009	2010	2011	2012	2013	main city	latitude	longitude
Stockton-Lodi, CA	11745,9036	12059,2496	12380,95475	12711,24204	13050,34042	13398,48494	13755,91693	14122,88414	14499,64096	14886,44854	15283,575	15691,29562	16109,89302	16539,65737	16980,88656	17433,88643	17898,97101	18376,46267	18866,69239	19370	19485	19725	20390	20919,81116	Stockton, CA	37,975556	-121,300833
Sumter, SC	1020,039194	1079,611159	1142,662225	1209,395577	1280,026267	1354,781905	1433,903395	1517,64571	1606,278714	1700,088031	1799,375966	1904,46248	2015,686219	2133,405607	2258,000001	2389,870912	2529,443301	2677,166948	2833,517898	2999	3040	3197	3341	3525,353353	Sumter, SC	33,926944	-80,363611
Syracuse, NY	11952,12971	12457,91046	12985,09444	13534,58737	14107,33332	14704,31627	15326,56187	15975,13917	16651,16245	17355,79314	18090,24184	18855,77036	19653,6939	20485,38334	21352,26756	22255,8359	23197,64072	24179,3001	25202,50056	26269	27404	27690	28453	29608,16802	Syracuse, NY	43,046944	-76,144444
Tallahassee, FL	10800,08997	10911,13313	11023,318	11136,65632	11251,15995	11366,84087	11483,71118	11601,78312	11721,06904	11841,58142	11963,33287	12086,33613	12210,60407	12336,14969	12462,98614	12591,12668	12720,58472	12851,3738	12983,50762	13117	13097	13279	13385	13521,21983	Tallahassee, FL	30,455	-84,253333
Tampa-St. Petersburg-Clearwater, FL	48415,80165	50561,16814	52801,59858	55141,30537	57584,68759	60136,33922	62801,05781	65583,85352	68489,95848	71524,8367	74694,19428	78003,99017	81460,44738	85070,06465	88839,62872	92776,22702	96887,26105	101180,4603	105663,8967	110346	111013	114378	119926	125014,5933	Tampa, FL	27,971	-82,465
Terre Haute, IN	1568,30763	1675,101382	1789,167244	1911,00041	2041,129792	2180,120323	2328,575399	2487,13951	2656,501027	2837,395201	3030,607345	3236,97625	3457,397826	3692,828988	3944,29181	4212,877969	4499,753475	4806,163741	5133,438983	5483	5867	6021	6209	6604,846134	Terre Haute, IN	39,469586	-87,389762
Texarkana, TX-AR	2061,974558	2157,082289	2256,576825	2360,660505	2469,545003	2583,451753	2702,612405	2827,269294	2957,675931	3094,09752	3236,811499	3386,108101	3542,290949	3705,677666	3876,600528	4055,407137	4242,461128	4438,142907	4642,850428	4857	4997	5138	5298	5531,593665	Texarkana, TX	33,437222	-94,0675
The Villages, FL	315,2329391	343,2568801	373,7721257	407,0001507	443,182119	482,5806336	525,4816428	572,1965153	623,0643004	678,4541884	738,7681905	804,4440562	875,9584508	953,8304144	1038,625129	1130,958023	1231,499232	1340,97847	1460,190319	1590	1718	1850	1861	2012,934476	The Villages, FL	28,937778	-81,971111
Toledo, OH	3557,242376	3929,505557	4340,725846	4794,98008	5296,771735	5851,075571	6463,386956	7139,776342	7886,949453	8712,313761	9624,051926	10631,20292	11743,75163	12972,72786	14330,31569	15829,97422	17486,57109	19316,52977	21337,99248	23571	24730	26970	28311	30993,05319	Toledo, OH	41,665556	-83,575278
Topeka, KS	4560,710674	4732,056303	4909,839376	5094,301749	5285,694363	5484,277585	5690,321567	5904,10661	6125,923544	6356,074126	6594,871453	6842,640381	7099,717972	7366,453954	7643,21119	7930,366179	8228,309564	8537,446665	8858,198028	9191	9234	9648	9869	10226,35205	Topeka, KS	39,055833	-95,689444
Trenton, NJ	6290,365241	6761,206312	7267,290379	7811,25542	8395,936871	9024,382399	9699,867799	10425,91406	11206,30571	12045,11058	12946,70096	13915,77641	14957,38828	16076,96599	17280,34538	18573,7991	19964,06932	21458,40286	23064,58899	24791	26049	27123	28406	30384,15462	Hamilton Township, NJ	40,20704	-74,674431
Tucson, AZ	18654,03193	19178,74201	19718,2114	20272,85525	20843,10041	21429,38572	22032,16235	22651,89419	23289,05817	23944,14461	24617,65766	25310,11563	26022,0514	26754,01287	27506,56332	28280,28189	29075,76401	29893,62185	30734,48482	31599	31671	32366	33353	34265,50277	Tucson, AZ	32,221667	-110,926389
Tulsa, OK	16691,19533	17554,31343	18462,06422	19416,75568	20420,81519	21476,79559	22587,38178	23755,39747	24983,8124	26275,74987	27634,4947	29063,50155	30566,40376	32147,02251	33809,37661	35557,69267	37396,41587	39330,22126	41364,02562	43503	44554	47347	47891	50245,72547	Tulsa, OK	36,131389	-95,937222
Tuscaloosa, AL	1493,203362	1634,138068	1788,374773	1957,168976	2141,894673	2344,055545	2565,297196	2807,420549	3072,396504	3362,381985	3679,737494	4027,046329	4407,135606	4823,09928	5278,323325	5776,513298	6321,724499	6918,394986	7571,381701	8286	8763	9725	9775	10618,03571	Tuscaloosa, AL	33,20654	-87,534607
Tyler, TX	1887,497233	2038,248152	2201,039268	2376,832209	2566,665409	2771,660235	2993,02762	3232,075209	3490,215087	3768,972121	4069,992964	4395,055786	4746,080776	5125,141483	5534,477069	5976,505532	6453,837993	6969,294115	7525,918766	8127	8694	9237	9382	10075,90232	Tyler, TX	32,35	-95,3
Urban Honolulu, HI	12767,0376	13710,05519	14722,72732	15810,19891	16977,99492	18232,04839	19578,73059	21024,88339	22577,85404	24245,53249	26036,39143	27959,52942	30024,71703	32242,44654	34623,98524	37181,43262	39927,78192	42876,98609	46044,02868	49445	52084	54426	56561	60451,43055	Honolulu County, HI	21,466667	-157,966667
Utica-Rome, NY	4359,521477	4522,642246	4691,866525	4867,422691	5049,547664	5238,487231	5434,496373	5637,839614	5848,791375	6067,636345	6294,669865	6530,198328	6774,539588	7028,023396	7290,991841	7563,799809	7846,815467	8140,420758	8445,011916	8761	9165	9265	9405	9744,215606	Utica, NY	43,096569	-75,231887
Valdosta, GA	3390,232027	3435,709714	3481,797453	3528,503429	3575,835933	3623,803372	3672,414262	3721,677234	3771,601036	3822,194532	3873,466706	3925,426661	3978,083625	4031,446946	4085,526101	4140,330691	4195,870448	4252,155233	4309,195041	4367	4285	4362	4481	4540,31395	Valdosta, GA	30,846667	-83,283056
Vallejo-Fairfield, CA	9295,806588	9501,424759	9711,591092	9926,406189	10145,97288	10370,39626	10599,78377	10834,24521	11073,8928	11318,84127	11569,20786	11825,11243	12086,67747	12354,02818	12627,29254	12906,60137	13192,08835	13483,89014	13782,14644	14087	13751	13830	14679	14996,6649	Vallejo, CA	38,113056	-122,235833
Victoria, TX	243,1287834	280,2960326	323,1450625	372,5444503	429,4955535	495,1528074	570,8471268	658,1128842	758,7190125	874,7048625	1008,421542	1162,579574	1340,303841	1545,196927	1781,412148	2053,737737	2367,69391	2729,644759	3146,927261	3628	3909	4239	4677	5297,170121	Victoria, TX	28,816944	-96,993333
Vineland-Bridgeton, NJ	3744,784435	3802,434761	3860,972605	3920,411628	3980,765705	4042,048923	4104,275586	4167,460218	4231,617567	4296,762607	4362,910544	4430,076818	4498,277105	4567,527324	4637,843638	4709,24246	4781,740455	4855,354545	4930,101911	5006	5085	5089	5159	5237,217787	Vineland, NJ	39,465007	-74,997115
Virginia Beach-Norfolk-Newport News, VA-NC	36405,24552	37906,78368	39470,25294	41098,20766	42793,30754	44558,32198	46396,13464	48309,74807	50302,28869	52377,01185	54537,30718	56786,70413	59128,87768	61567,65443	64107,01879	66751,11949	69504,2764	72370,98755	75355,93651	78464	80031	81642	84836	88196,46689	Virginia Beach, VA	36,8506	-75,9779
Visalia-Porterville, CA	3338,941561	3549,94924	3774,291755	4012,811814	4266,405383	4536,025045	4822,683585	5127,457792	5451,492503	5796,004905	6162,289105	6551,720994	6965,763411	7405,971645	7873,999268	8371,604355	8900,656082	9463,14175	10061,17425	10697	11335	12030	12005	12718,57279	Visalia, CA	36,316667	-119,3
Waco, TX	1875,682407	2029,277943	2195,451081	2375,231775	2569,734317	2780,164248	3007,825826	3254,130113	3520,60372	3808,898269	4120,800629	4458,243992	4823,319855	5218,290983	5645,605434	6107,911732	6608,075283	7149,196135	7734,628191	8368	9012	9154	9691	10424,50934	Waco, TX	31,551389	-97,155833
Walla Walla, WA	1112,487393	1154,555315	1198,214006	1243,523619	1290,546583	1339,347686	1389,99417	1442,555814	1497,105039	1553,717004	1612,469711	1673,44411	1736,724212	1802,397207	1870,553579	1941,287237	2014,695637	2090,879924	2169,945066	2252	2299	2343	2420	2508,176261	Walla Walla, WA	46,065	-118,330278
Warner Robins, GA	2902,516096	3017,229806	3136,477249	3260,437608	3389,297149	3523,249498	3662,495933	3807,245688	3957,716266	4114,133767	4276,733225	4445,758966	4621,464969	4804,115253	4993,984271	5191,357323	5396,530984	5609,813552	5831,525508	6062	6281	6441	6534	6782,419718	Warner Robins, GA	32,608611	-83,638056
Washington-Arlington-Alexandria, DC-VA-MD-WV	146013,7862	154068,1512	162566,8084	171534,2658	180996,3831	190980,4467	201515,248	212631,1665	224360,2577	236736,3452	249795,1185	263574,2355	278113,4317	293454,6344	309642,0834	326722,4593	344745,0172	363761,7297	383827,4359	405000	426052	438765	448741	472200,2533	Washington, DC	38,895111	-77,036667
Waterloo-Cedar Falls, IA	3247,494849	3394,469972	3548,096895	3708,676665	3876,523955	4051,967677	4235,351631	4427,035177	4627,393936	4836,820532	5055,725357	5284,537377	5523,704971	5773,696812	6035,002784	6308,134942	6593,628515	6892,042957	7203,963039	7530	7480	7717	8192	8546,700503	Waterloo, IA	42,492436	-92,346161
Watertown-Fort Drum, NY	1517,275798	1617,609703	1724,578454	1838,6208	1960,204499	2089,828245	2228,023706	2375,35771	2532,434568	2699,898551	2878,436537	3068,780823	3271,712131	3488,062813	3718,720261	3964,630547	4226,802306	4506,31087	4804,302684	5122	5430	5723	5780	6138,510443	Watertown, NY	43,975556	-75,906389
Wausau, WI	2275,377711	2382,859683	2495,418778	2613,294826	2736,738982	2866,014267	3001,396126	3143,173015	3291,647016	3447,134481	3609,966704	3780,49063	3959,069591	4146,084082	4341,932574	4547,032357	4761,820434	4986,754452	5222,313673	5469	5610	5706	5976	6245,555219	Wausau, WI	44,95	-89,633333
Weirton-Steubenville, WV-OH	2137,818619	2189,782988	2243,010464	2297,531752	2353,378298	2410,582317	2469,176806	2529,195562	2590,673205	2653,645198	2718,147862	2784,218406	2851,894938	2921,216498	2992,223069	3064,955611	3139,456078	3215,767441	3293,933719	3374	3326	3462	3534	3617,863141	Weirton, WV	40,416667	-80,583333
Wenatchee, WA	2506,570323	2555,86647	2606,132113	2657,386319	2709,64853	2762,938569	2817,276652	2872,683389	2929,179798	2986,787309	3045,527774	3105,423474	3166,497129	3228,771906	3292,271426	3357,019777	3423,04152	3490,361697	3559,005844	3629	3542	3659	3767	3839,655824	Wenatchee, WA	47,423333	-120,325278
Wheeling, WV-OH	1202,404273	1298,593751	1402,478159	1514,673072	1635,843311	1766,70688	1908,039223	2060,677818	2225,527136	2403,564007	2595,843404	2803,504694	3027,778394	3269,993455	3531,585144	3814,103546	4119,222747	4448,750757	4804,640224	5189	5357	5642	5995	6439,061834	Wheeling, WV	40,070278	-80,698611
Wichita, KS	7480,820817	7990,56592	8535,04519	9116,625421	9737,834682	10401,37331	11110,12563	11867,17252	12675,80478	13539,53746	14462,12512	15447,57814	16500,18019	17624,50682	18825,44536	20108,21618	21478,39533	22941,93885	24505,20862	26175	26971	28841	29644	31535,09057	Wichita, KS	37,688889	-97,336111
Wichita Falls, TX	1444,209344	1546,571133	1656,188059	1773,574347	1899,280669	2033,896726	2178,054018	2332,428804	2497,745271	2674,778937	2864,360288	3067,378671	3284,786467	3517,60356	3766,922121	4033,911731	4319,824867	4626,002781	4953,881786	5305	5557	5852	6038	6437,632757	Wichita Falls, TX	33,896944	-98,515
Williamsport, PA	218,7397413	252,9958059	292,6165927	338,442252	391,4445074	452,7472603	523,6504225	605,6574805	700,5073766	810,2113826	937,0957487	1083,851031	1253,589143	1449,909347	1676,97457	1939,599682	2243,353593	2594,67734	3001,020667	3471	3702	4181	4494	5102,495281	Williamsport, PA	41,244444	-77,018611
Wilmington, NC	5125,680745	5327,520324	5537,307961	5755,356638	5981,991658	6217,551135	6462,386497	6716,86301	6981,360326	7256,273044	7542,011303	7839,001392	8147,686387	8468,526812	8802,001323	9148,607428	9508,862223	9883,303168	10272,48889	10677	10926	11381	11504	11939,84301	Wilmington, NC	34,223333	-77,912222
Winchester, VA-WV	1425,945762	1519,745286	1619,714996	1726,26077	1839,815186	1960,839276	2089,8244	2227,294238	2373,806921	2529,957291	2696,379322	2873,748689	3062,785513	3264,257287	3478,981989	3707,831405	3951,734665	4211,68202	4488,728861	4784	5094	5266	5397	5730,10584	Winchester, VA	39,183333	-78,166667
Winston-Salem, NC	18764,23149	19089,03154	19419,45373	19755,59538	20097,55548	20445,43475	20799,33564	21159,3624	21525,62105	21898,21946	22277,26738	22662,87644	23055,16022	23454,23424	23860,21604	24273,2252	24693,38336	25120,81425	25555,64378	25998	26399	26265	26887	27344,48256	Winston–Salem, NC	36,102764	-80,260492
Worcester, MA-CT	12104,35601	12713,845	13354,02351	14026,43683	14732,7081	15474,54214	16253,72965	17072,15149	17931,78321	18834,69985	19783,08092	20779,2157	21825,50872	22924,48558	24078,79908	25291,23557	26564,72171	27902,33153	29307,29383	30783	32152	32949	33826	35447,58454	Worcester, MA	42,266667	-71,8
Yakima, WA	3400,629405	3544,782077	3695,045381	3851,678347	4014,950983	4185,144746	4362,553022	4547,481634	4740,24937	4941,18853	5150,6455	5368,981351	5596,572458	5833,811151	6081,106392	6338,884478	6607,589777	6887,685492	7179,654464	7484	7574	7823	8108	8437,721219	Yakima, WA	46,6	-120,5
York-Hanover, PA	7580,95245	7851,905294	8132,542337	8423,209703	8724,265888	9036,082204	9359,043229	9693,54729	10040,00695	10398,84952	10770,51757	11155,46952	11554,18013	11967,14117	12394,86195	12837,87002	13296,71176	13771,95308	14264,18013	14774	15086	15507	15817	16362,81162	York, PA	39,962778	-76,728056
Youngstown-Warren-Boardman, OH-PA	4019,808358	4313,948609	4629,611898	4968,373123	5331,922424	5722,073611	6140,773215	6590,110202	7072,326391	7589,827644	8145,195863	8741,201877	9380,819264	10067,23918	10803,88631	11594,43589	12442,83213	13353,30781	14330,40547	15379	16142	17239	17563	18760,50736	Youngstown, OH	41,1	-80,65
Yuba City, CA	4000,143241	4029,438105	4058,94751	4088,673025	4118,616233	4148,778729	4179,162119	4209,76802	4240,598062	4271,653887	4302,937147	4334,449509	4366,19265	4398,168261	4430,378044	4462,823713	4495,506997	4528,429635	4561,593381	4595	4509	4614	4660	4693,879183	Yuba City, CA	39,134722	-121,626111
Yuma, AZ	3422,804337	3497,126653	3573,062795	3650,647804	3729,917483	3810,908414	3893,65797	3978,20434	4064,586538	4152,844428	4243,018738	4335,151081	4429,283973	4525,460854	4623,726107	4724,125079	4826,704101	4931,51051	5038,592671	5148	5125	5299	5368	5482,082856	Yuma, AZ	32,692222	-114,615278
